Index,Zeta
0,0.24999
1,0.255928
2,0.261241
3,0.265929
4,0.269991
5,0.273429
6,0.276242
7,0.27843
8,0.279992
9,0.28093
10,0.281243
11,0.280931
12,0.279993
13,0.278431
14,0.276244
15,0.273432
16,0.269994
17,0.265932
18,0.261245
19,0.255933
20,0.249996
21,0.243433
22,0.236246
23,0.228434
24,0.219997
25,0.210934
26,0.201247
27,0.190935
28,0.179998
29,0.168435
30,0.156248
31,0.143436
32,0.129999
33,0.115936
34,0.101249
35,0.0859369
36,0.0699997
37,0.0534375
38,0.0362502
39,0.018438
40,7.4996e-07
